44023230,739212,7375,7712,2023,14336532,574295,5616
36362954,721466,7791,6346,1169,8668015,555529,4881
43127738,616859,6676,1065,518,8345149,659312,5970
46511670,794685,6670,4021,123,8565225,660003,6548
46828183,786712,7811,3334,572,8599298,555863,6741
39550718,814347,8109,10030,951,9120074,447932,4261
40601660,617417,7104,1883,491,8372355,659483,5547
48448459,743730,6118,6921,952,9139743,706872,6878
46635078,783695,7767,1464,366,8404248,524459,6418
40044816,770288,8110,6933,1416,9139893,473644,4556
41444839,614091,6967,4557,519,8580843,662649,5701
46610034,768368,6690,5833,1236,8927747,695658,6818
46545807,785112,7824,3377,444,8909099,471760,5705
37692001,769079,7915,6210,1048,8712380,506114,4749
46243699,609527,5992,10077,992,9046609,724949,6658
46586148,783812,7167,2229,771,8713333,642911,6613
43546745,813197,8468,12528,887,9429481,408322,4951
36734665,659145,7741,1328,752,8368598,617453,4904
46645535,690105,5761,11843,1102,9243968,724645,6809
46575802,783954,7773,963,515,8379383,580636,6547
42908404,844337,7973,14840,1097,9343399,432107,4784
39410187,614863,7289,1607,539,8396971,661436,5355
48231085,733320,5899,5350,338,8653787,669069,6830
46521148,782903,7792,993,150,8370171,604627,6543
46393779,783811,7907,3339,273,8578233,477573,5349
36684848,736198,7765,1052,273,8340510,541206,4893
42336174,608077,6739,4563,396,8453459,668726,5895
46507142,765719,6362,866,182,8355950,660041,6533
47450368,817693,7980,5917,218,8664486,552921,6700
44763418,783501,7766,1016,138,8357036,493883,5018
35699029,686372,7791,2973,277,8541014,575689,4738
45069369,635236,6351,1000,197,8359183,660366,6295
47160309,783803,6808,3671,393,8532849,673417,6676
46560814,783446,7784,2734,142,8433053,529548,6417
41627776,798042,7985,3403,269,8527753,470881,4682
37155211,656266,7670,2302,192,8402508,620483,4969
46523042,669815,6021,3174,346,8415170,668875,6534
46496477,782881,7158,824,68,8407791,660249,6536
48494817,812782,7780,6035,253,8639153,472494,6179
39311006,783860,7774,2724,154,8411988,493713,4889
39149971,600715,7268,1427,321,8497459,660003,5317
46499151,727876,6108,2219,168,8407850,660218,6532
46565010,783181,7662,3050,307,8429475,628357,6634
46553791,783238,7765,2623,122,8414119,493605,5618
36472033,766034,8081,6709,376,8681461,509228,4598
43054396,609062,6703,3054,167,8419088,667635,5953
46514041,769244,6415,2369,285,8495117,668282,6559
46525231,782877,7834,1022,45,8410535,562880,6547
44135073,784242,7773,5655,415,8609252,493027,5090
36151073,681193,7775,2798,287,8412746,596115,4865
45352949,645908,6301,2079,325,8636073,659815,6364
46984675,791688,7131,2409,87,8413103,660209,6619
46577940,783825,7774,4176,407,8498090,505128,6137
40601598,783728,7766,1165,78,8407169,486375,4815
38332854,638995,7486,3278,434,8427494,637787,5173
46528455,690304,6042,2309,119,8406607,667620,6605
46536919,783184,7407,1096,261,8484468,643819,6546
46542208,791137,7842,3496,85,8447673,485981,5851
39020058,784572,7814,2607,469,8428895,491917,4833
39493570,607057,7201,3364,169,8474241,666402,5385
46502876,731611,6109,2213,327,8401890,660265,6532
47149918,788781,7704,3923,54,8546426,613482,6648
46554579,783913,7759,1295,248,8344428,493702,5515
33580981,675660,7926,5068,688,9070926,553538,4197
46009010,650741,6161,1962,807,8393458,663935,6488
49636454,794538,7022,9221,1058,9077288,680467,7310
46554990,783257,7758,964,650,8344440,494400,5627
32801571,690945,8228,11109,1289,9164874,558615,4238
46055037,652520,6193,1313,643,8370080,660075,6457
47148662,798238,7066,6066,997,9021553,651029,6681
46571757,783264,7765,2433,506,8417047,494325,5683
36433883,710087,7839,9279,1386,9021714,561264,4697
45192456,642503,6342,2224,532,8576841,659849,6325
47204064,783973,7106,4913,959,8923310,656662,6816
46581643,783693,7778,6701,561,8678490,493792,5504
35501101,708499,7971,4842,1262,8677553,563344,4712
46516167,683412,6117,7686,866,8901267,659912,6541
46534158,783162,7360,5750,848,8671508,657723,6577
44680603,789446,8133,1978,507,8942980,429339,5024
36604265,698033,7789,4454,1066,8490004,578989,4876
44926445,632077,6301,2427,295,8448559,668207,6345
46504400,782930,6866,860,398,8393194,660067,6538
46558516,791259,7846,3197,103,8491957,530748,6451
40945941,791617,7840,5648,452,8630285,481950,4779
38123095,633804,7442,4397,240,8560103,634248,5148
46502045,702847,6116,1101,357,8351532,659683,6531
47030063,783746,7416,2327,56,8495672,644639,6626
46543624,783299,7759,1154,291,8346811,494262,5861
38906015,751684,7864,5929,187,8715311,516798,4797
41284197,617291,6990,1173,285,8349319,659553,5668
46620609,748396,6276,5175,116,8661061,680625,6625
46523300,782922,7757,1026,284,8345582,579793,6539
45866879,791745,7767,4494,258,8497407,485697,5204
36670602,720894,7766,1038,320,8341710,556396,4888
44933891,627620,6315,5816,248,8702206,666382,6277
46507315,782947,6852,907,173,8356633,660110,6546
46593056,783612,7854,2841,181,8561355,526469,6442
42766121,783604,7757,1084,277,8342669,493979,4893
35713627,665775,7832,4227,267,8496351,609715,4820
46514063,662239,6113,1000,238,8344115,659809,6532
