41189250,8308,2947,12847934,41120,812,34,15373659
39632188,2239,1114,13134413,38101,208,5,8644952
47212682,5672,599,10666744,37324,385,35,8813165
47207420,1494,247,11976054,27290,9,1,8538091
42206514,8689,805,13475463,40609,355,6,9127623
41610940,7602,1539,12496784,43637,1329,79,9485260
47210525,2546,181,10545100,30883,52,14,8580605
46923653,5844,267,13115830,33117,15,12,8800199
36113195,1754,542,13116217,37599,24,0,8550648
46130971,641,138,12304877,39280,549,21,8791826
47196440,1817,77,10064742,32163,27,3,8544132
47193757,5463,285,13538165,31718,512,13,8784708
37710686,1988,524,13117726,38414,27,0,8569084
42555946,4289,274,12897708,39458,43,11,8787851
47194555,1774,20,10067912,33716,22,0,8543886
47227163,1751,222,12566210,30239,537,22,8784283
39861376,2682,511,13118701,38127,24,0,8635558
40887424,4792,319,13402013,38713,319,21,8780305
47188710,680,21,10172092,35308,19,1,8554629
48802616,5125,358,12115131,29329,45,2,8777836
41434488,1539,223,13115501,37317,6,0,8541318
38661482,6048,520,13738738,40406,624,46,8864078
47207046,1583,55,10626626,36159,92,5,8580698
47300508,6361,604,11851440,28469,152,11,8805308
42146872,1544,242,13124718,37246,8,0,8557858
39122961,1500,393,13118406,39440,503,13,8726520
47197235,2995,38,11127564,38593,268,7,8637425
47198259,7310,427,11529465,27367,245,34,8845263
41834018,10646,992,13128028,40420,31,3,9037129
41866228,1817,1834,13135659,39149,318,3,8830042
47459775,8115,499,10260257,36380,1604,145,9483771
47263406,2044,1170,13123897,32731,7,3,8567148
34100254,11263,1232,13614864,42317,292,50,9225214
47194184,1222,38,11658703,38480,88,11,8575279
48582782,4744,638,11029135,31466,901,93,9078607
44268411,1723,886,13121040,35831,6,2,8555907
35823004,9426,1226,13570849,40751,671,90,9022856
47220173,590,18,11105159,38149,21,1,8572237
51627768,8835,1159,11207004,29977,402,4,9355831
39275796,3752,701,13116813,39324,158,0,8826240
42178368,5639,962,13124029,42055,1052,95,9077015
47191771,3929,132,10069188,32662,233,31,8628933
47313315,8261,2032,13104079,32493,15,33,8911890
35366691,6375,539,13115240,40373,39,0,8801188
45775749,531,725,12429827,37679,20,0,8556490
47253760,4821,141,10183754,33083,830,40,8906433
47211143,3006,481,13117585,32726,35,0,8589644
34955712,6801,386,13115797,39221,28,8,8803195
45172642,499,375,12596008,38162,21,1,8555315
48227999,2628,216,9769095,34086,277,13,8689607
47192347,1730,452,13089599,30190,6,0,8555902
37702734,3997,552,13292073,39738,451,37,8856863
43199103,502,426,13119846,37480,22,2,8541160
47401167,7478,330,9439312,34970,77,11,8889253
47198598,1971,291,12957198,29778,9,1,8557566
38300837,2391,384,13311774,39985,575,16,8830845
42843753,1274,295,13117844,39027,192,4,8638413
47710185,7751,886,9752687,36175,523,58,8883605
47551372,10063,690,13050879,33467,402,7,8902891
35955854,14336,1142,13281262,44175,691,13,9240995
47764855,10482,174,11418188,43729,1066,42,9128939
47788644,10210,1260,11694214,29682,570,4,8923298
39021627,12742,726,13273006,43336,478,19,9161185
42408826,2290,1064,13116342,39981,89,6,8761541
48522719,3598,388,9634533,35823,508,28,8789811
47290135,7838,1201,13256207,31670,466,24,8857463
34544722,13583,1351,13788860,43458,1242,43,9260279
47621606,5382,682,11659775,41307,381,3,8822423
48410149,10719,831,10974857,32579,559,7,8994679
43072481,8682,717,13274282,38845,320,3,8821149
38069344,9135,804,13376675,42871,1136,88,9176021
47691272,7793,87,9995306,38829,645,10,8873224
47822394,13075,1214,12860575,33586,553,50,9079637
36060358,11085,671,13273885,43363,684,0,9171558
47094098,1793,660,11783006,37953,169,13,8722814
47216687,7105,375,11161575,30553,719,66,8897518
41567395,15837,3302,13590786,43168,1533,70,9888379
47287713,12264,1571,11209493,44584,701,47,9183178
47708001,9843,848,11514031,29307,509,7,8863516
41151999,10034,972,13300769,43847,962,34,9094820
41300500,6078,582,13272410,42315,657,8,8890894
48107946,16068,1110,10031481,37065,1419,78,9372351
44307622,16468,600,13351824,38604,669,0,9294980
38899271,9181,1499,13369046,42100,922,11,9155057
48074815,16902,756,10514607,37048,1930,116,9829146
44178867,4654,1656,13154423,36309,83,8,8770556
38623824,13823,1495,13374637,43543,637,46,9542080
47651134,9813,289,9692242,35669,672,10,8916470
45801274,12924,1202,13701850,37342,1357,108,9736632
39720485,5294,831,13244583,40772,712,4,8970781
47798153,13771,1527,10197115,37148,1279,134,9409913
47485333,8345,811,13120091,34240,216,4,8973431
36031601,5432,2429,13121411,40099,412,0,8908637
48342772,6024,465,11037334,41325,1638,77,9406964
47215368,2602,1596,11994798,27235,17,10,8568129
38533875,12925,1184,13607177,41020,568,36,9291124
41919310,1290,1050,13121047,38616,22,3,8624480
50194998,9051,631,9108703,36170,573,54,9399682
46834687,2663,840,13115072,32824,4,1,8740368
38239624,9355,708,13497258,42346,1018,24,9305884
